Sukunimi,Nimenhaltijoita yhteensä 
Linnasaari,38
Linninen,38
Lohjala,38
Louhula,38
Lovikka,38
Luhtamaa,38
Långnabba,38
Lähdemaa,38
Lähteenaro,38
Maalismaa,38
Maaniittu,38
Mahla,38
Mahlavuori,38
Majasalmi,38
Marttila-Tornio,38
Metsäkoivu,38
Metsänperä,38
Michel,38
Mutenia,38
Myllyntausta,38
Myrskylä,38
Mäenrinta,38
Mäittälä,38
Mäki-Haapoja,38
Mäki-Jaakkola,38
Mäki-Kihniä,38
Mäki-Petäys,38
Mäki-Tanila,38
Mätäsniemi,38
Nekkonen,38
Neumann,38
Nevalampi,38
Niittumaa,38
Nikali,38
Nohkola,38
Norontaus,38
Nykter,38
Ojavuo,38
Olsoni,38
Ounaslehto,38
Paajala,38
Paatelma,38
Paavisto,38
Paksu,38
Paltemaa,38
Papula,38
Perovuo,38
Perus,38
Peräjoki,38
Peräntie,38
Perävainio,38
Pihavaara,38
Pilviö,38
Pirkkalaniemi,38
Pironetti,38
Piskunen,38
Puljula,38
Puomila,38
Pynssi,38
Ragnell,38
Ramm-Schmidt,38
Ramstadius,38
Rantapaju,38
Raudanpää,38
Rauhalammi,38
Rautevaara,38
Rautomäki,38
Ravald,38
Rehell,38
Reilimo,38
Riihikallio,38
Riimala,38
Rinta-Kahila,38
Rintakorpi,38
Rohunen,38
Ruusela,38
Ryttyläinen,38
Råtts,38
Saimanen,38
Salopää,38
Saltbacka,38
Sandler,38
Santaluoto,38
Sarvilinna,38
Savikangas,38
Setänen,38
Sievi,38
Siidorov,38
Siikaniemi,38
Sinettä,38
Sjelvgren,38
Staf,38
Stara,38
Storhammar,38
Ståhls,38
Suikkonen,38
Sulkula,38
Suonnansalo,38
Suonsaari,38
Suosaari,38
Sydänoja,38
Syring,38
Särkilampi,38
Takila,38
Takoja,38
Talvenheimo,38
Talvia,38
Tammikivi,38
Tarkanmäki,38
Teiskonen,38
Teurajärvi,38
Tevaniemi,38
Tikko,38
Timosaari,38
Toivomäki,38
Tollet,38
Tsupukka,38
Tulinen,38
Tuomolin,38
Tuosa,38
Töysä,38
Ullakonoja,38
Ulmonen,38
Uusikoski,38
Uusi-Kyyny,38
Vaahtio,38
Vaitti,38
Valkeeniemi,38
Valtakari,38
Varga,38
Varttinen,38
Vehkaluoto,38
Veneskoski,38
Ventoniemi,38
Vesapuisto,38
Viikeri,38
Virala,38
von Frenckell,38
Ylen,38
Ylevä,38
Yliheikkilä,38
Ylilauri,38
Yli-Tainio,38
Yli-Valkama,38
Yousif,38
Ämmänkoski,38
Aatamila,37
Ainiala,37
Ala-Kojola,37
Alakontiola,37
Ala-Könni,37
Alarautalahti,37
Alaviippola,37
Alaviiri,37
Ala-Välkkilä,37
Ampiala,37
Annaniemi,37
Antus,37
Appelroth,37
Arhipoff,37
Aropaltio,37
Aryal,37
Bajrami,37
Bark,37
Bifeldt,37
Blankenstein,37
Blixt,37
Candelin,37
Clayhills,37
Cox,37
Dahlbäck,37
Dahlskog,37
Demirel,37
Enwald,37
Erholm,37
Erma,37
Ervamaa,37
Erwe,37
Erving,37
Eräpuro,37
Euro,37
Fernandez,37
Finholm,37
Finnström,37
Fröman,37
Geitel,37
George,37
Gulin,37
Haaksi,37
Hallama,37
Hallanoro,37
Hallén,37
Halm,37
Hankamäki,37
Havurinne,37
Helasterä,37
Heljo,37
Helpiö,37
Herkman,37
Hietapelto,37
Hiirola,37
Hintze,37
Hohkuri,37
Honkakorpi,37
Honkalinna,37
Hovilehto,37
Huhmarsalo,37
Huhtela,37
Huomanen,37
Hyrkkö,37
Häli,37
Isosävi,37
Isrikki,37
Isännäinen,37
Itäaho,37
Jalamo,37
Jankkari,37
Junkkala,37
Juolahti,37
Jyrkänne,37
Kaanaa,37
Kaarninen,37
Kailanto,37
Kairus,37
Kajosmäki,37
Kaleton,37
Kallionalusta,37
Kankaanmäki,37
Kannela,37
Kaprio,37
Karesto,37
Karstu,37
Kaskia,37
Kaupinsalo,37
Kavilo,37
Kekälinen,37
Keski-Koukkari,37
Keski-Pukkila,37
Keskivinkka,37
Kestikievari,37
Keto-oja,37
Kihlstedt,37
Kirpu,37
Kivipensas,37
Kohtakangas,37
Korbelainen,37
Kork,37
Korkiatupa,37
Korpiniitty,37
Korpioja,37
Korpiola,37
Korsi,37
Korvenmaa,37
Kotkas,37
Kotoneva,37
Kouvala,37
Kukkasmäki,37
Kulmunki,37
Kuotola,37
Kuuttinen,37
Käenmäki,37
Kärr,37
Laava,37
Lapinkoski,37
Larkiala,37
Latja,37
Latva-Koivisto,37
Latvateikari,37
Latva-Äijö,37
Lavaste,37
Leijo,37
Leistén,37
Lentonen,37
Leporanta,37
Lerbacka,37
Levanen,37
Liakka,37
Lieskivi,37
Lietsala,37
Lindi,37
Liukkala,37
Lohisto,37
Lounasvuori,37
Lukkanen,37
Lumikko,37
Luntta,37
Luosa,37
Lylander,37
Lyyluoma,37
Makslahti,37
Mannismäki,37
Matalalampi,37
Matara-aho,37
Matinheikki,37
Melleri,37
Meltaus,37
Mensio,37
Merelä,37
Merviö,37
Mickels,37
Månsson,37
Mäki-Kerttula,37
Mäkiluoma,37
Napola,37
Ndiaye,37
Nerman,37
Niinioja,37
Nisunen,37
Noki,37
Nordback,37
Norta,37
Nuppunen,37
Nätkinniemi,37
O'Brien,37
Ollula,37
Orispää,37
Oslanus,37
Paasilinna,37
Paattilammi,37
Pahkajärvi,37
Pajusuo,37
Palho,37
Palolampi,37
Paltamaa,37
Palva-aho,37
Peltotalo,37
Perenius,37
Perhomaa,37
Petälä,37
Pikivirta,37
Pikki,37
Pikkupirtti,37
Plukka,37
Pomoell,37
Powell,37
Puhtimäki,37
Pulkkila,37
Puujalka,37
Pälvilä,37
Pärus,37
Raanoja,37
Rahola,37
Railamaa,37
Rantasuomela,37
Rassi,37
Ratas,37
Rautaheimo,37
Rehtonen,37
Reid,37
Reynolds,37
Rieppola,37
Riitala,37
Rikula,37
Rimpineva,37
Ritvos,37
Ruokomäki,37
Ruoste,37
Rustholkarhu,37
Ryösö,37
Rönö,37
Saarikorpi,37
Saarivaara,37
Saarnilehto,37
Saarti,37
Sabell,37
Sahindal,37
Saijonkivi,37
Saleva,37
Sallanne,37
Salonurmi,37
Sanden,37
Santoo,37
Sauri,37
Scheinin,37
Segerstam,37
Segerström,37
Selänniemi,37
Sieppo,37
Siiropää,37
Silius,37
Silvenius,37
Sippula,37
Sirkeinen,37
Sirpoma,37
Sisto,37
Skinnars,37
Skjäl,37
Sorjanen,37
Spolander,37
Staaf,37
Stening,37
Strandvik,37
Suokonautio,37
Suvisuo,37
Svartbäck,37
Sylvander,37
Syvälähde,37
Taisto,37
Taitonen,37
Taival,37
Tanskala,37
Teerikorpi,37
Teno,37
Tentke,37
Tervaoja,37
Tiensivu,37
Tihtonen,37
Titov,37
Tobiasson,37
Toikko,37
Tolpanniemi,37
Tuliainen,37
Tuohisaari,37
Uimarihuhta,37
Urvas,37
Uusi-Äijö,37
Vaho,37
Valkeakari,37
Walle,37
Varhimo,37
Varo,37
Vehkonen,37
Vekkilä,37
Velhonoja,37
Ventus,37
Ventä,37
Vesaluoma,37
Vesamo,37
Westerbacka,37
Vesto,37
Veteläsuo,37
Vickström,37
Viljamäki,37
Villamo,37
Virkanen,37
Wirlander,37
Vossi,37
Vulkko,37
Vuolas,37
Vuosku,37
Vång,37
Vägar,37
Vääri,37
Yasin,37
Yli-Kauppila,37
Yli-Kerttula,37
Yliräisänen,37
Ylä-Anttila,37
Ylävaara,37
Ågrén,37
Aapalahti,36
Aapola,36
Aarniovuori,36
Aarresuo,36
Aholin,36
Ahovalli,36
Ahtialansaari,36
Airos,36
Ajakainen,36
Ala-Ketola,36
Ala-Riihimäki,36
Alaräisänen,36
Alvinen,36
Amberla,36
Amini,36
Anoschkin,36
Apponen,36
Arkivuo,36
Arlin,36
Arosarka,36
Aspvik,36
Attenberg,36
Auramaa,36
Baer,36
Bast,36
Brandes,36
Burton,36
Camara,36
Candolin,36
Chung,36
Daniel,36
Eerolainen,36
Eivola,36
Erikoinen,36
Erjala,36
Erlandsson,36
Esterinen,36
Excell,36
Feiring,36
Flankkila,36
Formulahti,36
Foster,36
Franklin,36
Freudenthal,36
Gebhard,36
Geust,36
Goldberg,36
Gottschalk,36
Haaramäki,36
Hagen,36
Hakasuo,36
Hangasmäki,36
Hanhijoki,36
Harilo,36
Haukimäki,36
Hautojärvi,36
Heickell,36
Heliniemi,36
Hellinen,36
Helskyaho,36
Hero,36
Hertz,36
Hiedanpää,36
Hietanoro,36
Hippula,36
Hofmeister,36
Holanti,36
Holvitie,36
Honkarinta,36
Honkavuo,36
Honkila,36
Hopeasaari,36
Hoti,36
Hovatta,36
Hovinmäki,36
Hurtola,36
Huumarsalo,36
Hyssy,36
Ilmivalta,36
Isakas,36
Jernfors,36
Joenniemi,36
Joenväärä,36
Joukosalmi,36
Junttonen,36
Jurkkola,36
Jurttila,36
Jyrkkärinne,36
Kaakkolahti,36
Kaarnakoski,36
Kahanpää,36
Kaijanmäki,36
Kaimio,36
Kalajanniska,36
Kallioaho,36
Kamppikoski,36
Kamutta,36
Kanamäki,36
Kankuri,36
Karlund,36
Kartela,36
Karvola,36
Katto,36
Kaukojärvi,36
Keitaanpää,36
Kekomäki,36
Kelin,36
Kennedy,36
Kerkkä,36
Kess,36
Kilpijoki,36
Kilpua,36
Kjeldsen,36
Klem,36
Klåvus,36
Kodisoja,36
Koivuvaara,36
Kolppo,36
Kommonen,36
Komssi,36
Konsin,36
Kopu,36
Koroma,36
Kotamies,36
Kotilahti,36
Kovaljeff,36
Kramer,36
Kronlöf,36
Kuikanmäki,36
Kulovesi,36
Kulusjärvi,36
Kunto,36
Kurikka-aho,36
Kurila,36
Kuupakko,36
Kuusiniva,36
Käcko,36
Kälviä,36
Kämä,36
Kääminen,36
Laaksola,36
Lagerbom,36
Lahdenne,36
Lahnajärvi,36
Laivola,36
Laivoranta,36
Laivuori,36
Lamminheimo,36
Larkio,36
Lasén,36
Lassuri,36
Latola,36
Latva-aho,36
Lehtikallio,36
Leipijärvi,36
Leksis,36
Lempa,36
Leppäpuska,36
Leppäsalko,36
Lielahti,36
Liikaluoma,36
Lillas,36
Linqvist,36
Lintulaakso,36
Liuhala,36
Logje,36
Lundvall,36
Luotamo,36
Lystilä,36
Lännistö,36
Maine,36
Mansala,36
Marski,36
Mattheiszen,36
Maury,36
Mennala,36
Merenmies,36
Metsäkangas,36
Miekkavaara,36
Milan,36
Mure,36
Muroke,36
Mustelin,36
Mäki-Hakola,36
Mäki-Kala,36
Mäkipere,36
Mäkipernaa,36
Nastolin,36
Nikoskelainen,36
Nilsén,36
Nippula,36
Norkko,36
Noso,36
Nummikari,36
Nybo,36
Näslund,36
Ohraluoma,36
Oksi,36
Onali,36
Orrainen,36
Paalimäki,36
Pamilo,36
Panula-Ontto,36
Parmonen,36
Pendolin,36
Penkkala,36
Perheenmies,36
Pietarsaari,36
Pieti,36
Pihlavisto,36
Piirinen,36
Pikkala,36
Pikkuharju,36
Pitkäkari,36
Pohjamies,36
Pohjanrinne,36
Pohtinen,36
Porter,36
Potrykus,36
Prost,36
Punkanen,36
Puolatie,36
Pänkälä,36
Päärnilä,36
Rana,36
Ranta-Korpi,36
Rasimäki,36
Ratsula,36
Rautomaa,36
Riihiviita,36
Rinta-Opas,36
Rintasalo,36
Risulainen,36
Ritolehto,36
Romanova,36
Rope,36
Rosing,36
Ruohoaho,36
Ruoskanen,36
Sairinen,36
Salokannas,36
Saranko,36
Sarantila,36
Saresma,36
Sarkaranta,36
Sarkio,36
Schukov,36
Schwab,36
Schäfer,36
Senilä,36
Sevenius,36
Shaqiri,36
Sidorow,36
Siivinen,36
Sillberg,36
Solatie,36
Solkio,36
Somerkallio,36
Somersalo,36
Sorsimo,36
Spencer,36
Stenborg,36
Sulka,36
Suolaniemi,36
Suonto,36
Sviberg,36
Syrjäsuo,36
Sävilahti,36
Säämäki,36
Säätelä,36
Söyring,36
Taivalmaa,36
Takapuro,36
Talvisto,36
Talvivaara,36
Tammenmaa,36
Tampsi,36
Tan,36
Tarén,36
Tarhala,36
Teinonen,36
Teisko,36
Tiilola,36
Timisjärvi,36
Tukala,36
Tuomiharju,36
Tuompo,36
Tupakka,36
Turvanen,36
Tyykiluoto,36
Töppärä,36
Töyrynen,36
Uppala,36
Urpola,36
Uusi-Rajasalo,36
Vaarapuro,36
Walin,36
Valosaari,36
Vanha-Perttula,36
Varsaluoma,36
Vatunen,36
Waxlax,36
Venesmäki,36
Wernér,36
Vesaaja,36
Vesikukka,36
Widlund,36
Vierros,36
Wihinen,36
Vihtkari,36
Viljava,36
Willamo,36
Williamson,36
Virrantalo,36
Vistiaho,36
von Bagh,36
von Martens,36
Vuorenvirta,36
Wägg,36
Vähä-Touru,36
Välilehto,36
Ylijukuri,36
Yli-Knuuttila,36
Yli-Koivisto,36
Yli-Kärkelä,36
Yli-Luukko,36
Ylinärä,36
Ylivakeri,36
Änkö,36
Aarnos,35
Aavaharju,35
Alakulju,35
Ala-Mononen,35
Alaniva,35
Ali-Yrkkö,35
Aller,35
Altug,35
Andlin,35
Angervuori,35
Arasalo,35
Ariluoma,35
Armanto,35
Arohonka,35
Aronpuro,35
Artama,35
Auervuolle,35
Aunala,35
Avara,35
Babitzin,35
Bertling,35
Biese,35
Björkas,35
Brilli,35
Brunner,35
Båga,35
Calenius,35
Chu,35
Dean,35
Degert,35
Deng,35
Donning,35
Doyle,35
Eestilä,35
Elopuro,35
Eränkö,35
Eväkoski,35
Fali,35
Frantzi,35
Frigren,35
Fältmarsch,35
Färkkilä,35
Gallén,35
Gomez,35
Guseff,35
Hagerlund,35
Hakojärvi,35
Hankela,35
Harjuautti,35
Harju-Ontto,35
Hartell,35
Haukkasalo,35
Heikniemi,35
Heilimä,35
Hellanmaa,35
Heng,35
Henricson,35
Hidén,35
Hietakari,35
Hiisilä,35
Holmgård,35
Holtlund,35
Huitsi,35
Huopio,35
Huttu-Hiltunen,35
Häihälä,35
Härme,35
Höylänen,35
Ilmari,35
Ilmolahti,35
Irvankoski,35
Iso-Herttua,35
Isokytö,35
Iso-Oja,35
Itäsalo,35
Jakovlev,35
Jalkala,35
Janakka,35
Joela,35
Joki-Hollanti,35
Jokimaa,35
Joutsa,35
Jukakoski,35
Jänikselä,35
Kaarniemi,35
Kadir,35
Kaislaniemi,35
Kaituri,35
Kajova,35
Kalliolepo,35
Kalliosalmi,35
Kaltiaisenaho,35
Kamotskin,35
Kangasjärvelä,35
Karanka,35
Karine,35
Kastrati,35
Katter,35
Kauha,35
Kaukokari,35
Keikkala,35
Kerimaa,35
Kerttunen,35
Keski-Korsu,35
Keski-Nikkola,35
Kiimala,35
Kinnanen,35
Klar,35
Klimoff,35
Konradsdal,35
Korkonen,35
Kortehisto,35
Kostamoinen,35
Kotinurmi,35
Kristén,35
Kritz,35
Kuja-Kanto,35
Kukkumäki,35
Kuniala,35
Kuotesaho,35
Kupsa,35
Kuqi,35
Kurjenmäki,35
Kurjenniemi,35
Kurlin,35
Kuusakoski,35
Laaksi,35
Laeslehto,35
Lahtiluoma,35
Lainkari,35
Lampakka,35
Lampsijärvi,35
Lana,35
Lehtikuusi,35
Leiramo,35
Lemivaara,35
Leppo,35
Leppäkumpu,35
Lerstrand,35
Lifflander,35
Lihr,35
Linderborg,35
Lindholm-Ventola,35
Linnovaara,35
Lintupuro,35
Lisma,35
Listenmaa,35
Liukko-Sipi,35
Lohtari,35
Lucas,35
Lundstedt,35
Luodemaa,35
Luotsinen,35
Lyly-Yrjänäinen,35
Löfstedt,35
Maansalo,35
Maantila,35
Majlund,35
Malvisalo,35
Manngård,35
Manunen,35
Maristo,35
Matjussi,35
Mieho,35
Mitro,35
Moser,35
Mughal,35
Muhamed,35
Mäisti,35
Mäkihonko,35
Mäkikallio,35
Mäkikokko,35
Mäki-Korvela,35
Mäki-Välkkilä,35
Mäntykorpi,35
Nehvonen,35
Niemimuukko,35
Nikmo,35
Nivamo,35
Norrbäck,35
Näpärä,35
Näsälä,35
Oravuo,35
Oura,35
Paakkulainen,35
Paastela,35
Paavonsalo,35
Palanen,35
Pan,35
Pantsari,35
Parhankangas,35
Paukkio,35
Pelkola,35
Peth,35
Petäjäsoja,35
Pfister,35
Piisi,35
Pimenoff,35
Pio,35
Plyhm,35
Polvilampi,35
Poskela,35
Potapoff,35
Poukkanen,35
Poulsen,35
Puukki,35
Pyöttiälä,35
Raatikka,35
Raininko,35
Ramsten,35
Rantula,35
Rapa,35
Rauhalinna,35
Rautionmaa,35
Rautvuori,35
Reenpää,35
Reinisalo,35
Reuhkala,35
Richardson,35
Riestola,35
Riihiniemi,35
Riiho,35
Rintelä,35
Riskumäki,35
Ristiranta,35
Roihuvuo,35
Roslander,35
Rouhento,35
Ruostela,35
Rönning,35
Sahakoski,35
Sahonen,35
Salejärvi,35
Salkola,35
Salojoki,35
Sammaljärvi,35
Sarmala,35
Sartolahti,35
Sarvijärvi,35
Saukoniemi,35
Saviahde,35
Savisto,35
Schutskoff,35
Seiro,35
Sergelius,35
Siippola,35
Silla,35
Soinoja,35
Soinu,35
Sokolova,35
Souranto,35
Sulkama,35
Suntioinen,35
Sutton,35
Svennevig,35
Sylgren,35
Särkilä,35
Taini,35
Tallgrén,35
Tarpio,35
Taurovaara,35
Teiniranta,35
Teirikko,35
Tennivaara,35
Tingander,35
Tormonen,35
Torres,35
Tosun,35
Tretjakov,35
Tukki,35
Tukkiniemi,35
Tuulio,35
Tuunala,35
Tyynysniemi,35
Ulaska,35
Unger,35
Unnaslahti,35
Uusaro,35
Uusi-Oukari,35
Uusi-Rasi,35
Uusi-Simola,35
Uuspelto,35
Uustalo,35
Valden,35
Valkeajoki,35
Wallenberg,35
Vanha-Viitakoski,35
Varkoi,35
Warma,35
Vartola,35
Wasama,35
Vehkasalo,35
Vehkoja,35
Weppling,35
Viding,35
Winstén,35
Virkama,35
Virtakangas,35
Visulaaka,35
von Behr,35
Väinä,35
Wärnman,35
Ykspetäjä,35
Yli-Hirvelä,35
Ylikahri,35
Yli-Karro,35
Yli-Mäenpää,35
Yli-Pekkala,35
Äimälä,35
Ärölä,35
Äyri,35
Aaltovirta,34
Aappola,34
Aarinen,34
Abdillahi,34
Ahonvala,34
Ahosilta,34
Airinen,34
Al Take,34
Ala-Herttuala,34
Ala-Hukkala,34
Ala-Kanto,34
Alakarjula,34
Alakiikonen,34
Alakorpi,34
Alasiurua,34
Alijoki,34
al-Khafaji,34
Alppinen,34
Ambrusin,34
Andreev,34
Anttio,34
Aravirta,34
Arokanto,34
Aropelto,34
Asanti,34
Astola,34
Auri,34
Bernard,34
Berry,34
Blomquist,34
Bogdanova,34
Bondén,34
Bottas,34
Breider,34
Bryggare,34
Brygger,34
Buller,34
Bäcksbacka,34
Bärdén,34
Cleve,34
Edsvik,34
Ekorre,34
Eloluoto,34
Endén,34
Erdogan,34
Ertman,34
Eskelä,34
Eteläperä,34
Eveli,34
Felixson,34
Fennander,34
Finning,34
Ford,34
Forstadius,34
Forth,34
Friari,34
Gabel,34
Gerber,34
Gibson,34
Glumov,34
Graf,34
Granrot,34
Gratschev,34
Gråhn,34
Gustavson,34
Gästgivars,34
Ha,34
Hallamäki,34
Halmet,34
Halsti,34
Harmokivi,34
Hastell,34
Haurunen,34
Hausalo,34
Hauskamaa,34
Heib,34
Heinäsmäki,34
Hepokangas,34
Herpiö,34
Herskoi,34
Hetemäki,34
Hiitti,34
Hollman,34
Hollmérus,34
Honni,34
Hovivuori,34
Huiko,34
Hujakka,34
Hukkila,34
Huotelin,34
Hägert,34
Härus,34
Hörhammer,34
Iloranta,34
Ilvonsalo,34
Imppu,34
Innamaa,34
Innanmaa,34
Jaakkosela,34
Jaakonmäki,34
Jeminen,34
Joru,34
Joutseno,34
Jungner,34
Jyry,34
Jänkävaara,34
Kahilampi,34
Kairavuo,34
Kajaala,34
Kalberg,34
Kaliste,34
Kanervamäki,34
Kangaspusu,34
Karivuo,34
Karlenius,34
Karlsen,34
Kartesalo,34
Karuaho,34
Kattilamäki,34
Kauro,34
Kautiala,34
Kelja,34
Kellari,34
Khalifa,34
Kidron,34
Kihl,34
Kiisseli,34
Kirjola,34
Kirstilä,34
Kitkala,34
Kivimurto,34
Klankki,34
Knifsund,34
Kolkkala,34
Kosomaa,34
Kovalev,34
Kraus,34
Kristensen,34
Kruuse,34
Kuhlström,34
Kuninkaanniemi,34
Kyöstiö,34
Kåhlman,34
Laatio,34
Lahnaoja,34
Lammensalo,34
Lantunen,34
Larmala,34
Latokartano,34
Latvanlehto,34
Laukia,34
Lavinto,34
Leed,34
Lehdonkivi,34
Lehtikunnas,34
Lehtivaara,34
Lerkkanen,34
Leva,34
Liinanki,34
Lilli,34
Limpi,34
Lindy,34
Linnaranta,34
Linnonmaa,34
Linnus,34
Louekari,34
Louet,34
Louhimaa,34
Loukiala,34
Luhtajärvi,34
Lundahn,34
Lupala,34
Lustberg,34
Lähdetmäki,34
Maher,34
Maho,34
Maier,34
Mannikainen,34
Martinviita,34
Matihaldi,34
Maunonen,34
Meriranta,34
Metsäaho,34
Miilunpohja,34
Miiros,34
Murtosaari,34
Mussaari,34
Mustapuro,34
Mäkihalvari,34
Mäkikauppila,34
Mäki-Pollari,34
Mäki-Soini,34
Mäkitie,34
Mämmioja,34
Naarala,34
Neittaanmäki,34
Nevamäki,34
Niemetmaa,34
Niitamo,34
Nokua,34
Nuortio,34
Nykung,34
Nättiaho,34
Oja-Lipasti,34
Ollqvist,34
Onnelainen,34
Ouramo,34
Paasivaara,34
Painokallio,34
Pamppunen,34
Paranko,34
Parkkulainen,34
Patovirta,34
Paukkula,34
Paulig,34
Peltopuro,34
Peltotupa,34
Penkki,34
Pfäffli,34
Pienihäkkinen,34
Piisku,34
Piivek,34
Pirtonen,34
Plihtari,34
Pohjoiskangas,34
Poimaa,34
Polkutie,34
Pounu,34
Purtanen,34
Pyttynen,34
Pänttäjä,34
Pääskyvuori,34
Pökkä,34
Rajakorpi,34
Rajanti,34
Rantakylä,34
Rautaparta,34
Raute,34
Ravea,34
Riehunkangas,34
Rinnemäki,34
Ritoranta,34
Romano,34
Romero,34
Runne,34
Rustari,34
Rusthollkarhu,34
Ryky,34
Ryttäri,34
Råback,34
Röblom,34
Saajoranta,34
Saanila,34
Saarenvirta,34
Saarnisalo,34
Saartila,34
Sahrakorpi,34
Sajo,34
Salehi,34
Salem,34
Salim,34
Salimi,34
Salste,34
Samola,34
Santakangas,34
Saravesi,34
Sarkama,34
Satoniitty,34
Saulamo,34
Savilepo,34
Selvenius,34
Siikström,34
Sinikumpu,34
Sirkelä,34
Soikko,34
Soilu,34
Soramies,34
Sovio,34
Stucki,34
Sulopuisto,34
Suur-Inkeroinen,34
Suutari-Jääskö,34
Sydänmäki,34
Syvähuoko,34
Säiläkivi,34
Tackman,34
Taira,34
Tannermäki,34
Tapalinen,34
Taube,34
Tavela,34
Teckenberg,34
Tefke,34
Tenhovirta,34
Tervalammi,34
Tervaportti,34
Terviö,34
Tiiliharju,34
Tilsala,34
Tirilä,34
Toijanaho,34
Tokkola,34
Tollola,34
Toponen,34
Torala,34
Tuulenmäki,34
Tynjä,34
Tyvijärvi,34
Tyynilä,34
Ursinius,34
Uskelin,34
Uusi-Jaakkola,34
Uusikorpi,34
Uusilehto,34
Uusiniitty,34
Vaalto,34
Vaaralahti,34
Vaartio,34
Vallineva,34
Vallinmäki,34
Valsberg,34
Valtti,34
Vanhamaa,34
Warén,34
Varpainen,34
Varsala,34
Venermo,34
Wennerqvist,34
Vetikko,34
Videman,34
Viheriälä,34
Viittanen,34
Viksilä,34
Wikstén,34
Wikstrand,34
Winsten,34
Visanen,34
Voho,34
Volanto,34
Vuorenniemi,34
Wächter,34
Vähä-Herttua,34
Vähäuski,34
Välipirtti,34
Väliranta,34
Yijälä,34
Yliniitty,34
Ylioinas,34
Ylisalo,34
Ylitie,34
Ylä-Jarkko,34
Yrjas,34
Åhlfors,34
Östling,34
Öysti,34
Aallonen,33
Aarnivirta,33
Ahotupa,33
Ainamo,33
Aitalaakso,33
Alahäme,33
Alanoja,33
Ala-Pantti,33
Ala-Ruona,33
Ala-Viikari,33
Alhoniemi,33
Alkki,33
Andronoff,33
Appelblom,33
Apukka,33
Arhokari,33
Arisalo,33
Arousva,33
Arpi,33
Asikkala,33
Aspila,33
Autonen,33
Bailey,33
Beshar,33
Blomfeldt,33
Bodö,33
Boren,33
Brand,33
Breitholtz,33
Brommels,33
Carpén,33
Dalén,33
de la Chapelle,33
Drycksbäck,33
Dunn,33
Egorova,33
Ehtamo,33
Eräkangas,33
Eräpalo,33
Etuaho,33
Forsius,33
Forsstedt,33
Francis,33
Freund,33
Friedrich,33
Geselle,33
Gordon,33
Grekelä,33
Groundstroem,33
Guldbrand,33
Guss,33
Haddad,33
Haddas,33
Hahmo,33
Hairetdin,33
Halimi,33
Halsas,33
Harakkamäki,33
Harno,33
Heikkiniemi,33
Heinrich,33
Heiti,33
Helkomaa,33
Hienovirta,33
Hiivola,33
Hilkamo,33
Hirvonsalo,33
Hjulberg,33
Holmäng,33
Homi,33
Hopeakivi,33
Hortans,33
Hostila,33
Hymander,33
Hynni,33
Häggback,33
Hämeen-Anttila,33
Hätelä,33
